ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001469,0,0,18,0,28995,0,0
100001470,1,0,21,0,44041,0,1
100001471,1,0,25,2,61427,1,0
100001472,1,1,33,0,107410,1,2
100001473,0,0,44,2,130824,1,1
100001474,1,1,26,0,55476,1,0
100001475,0,0,28,2,104720,1,0
100001476,1,1,61,1,80531,0,0
100001477,0,0,36,0,72307,0,2
100001478,1,0,29,1,68235,0,2
100001479,0,0,35,0,48546,1,1
100001480,0,0,20,0,38648,0,2
100001481,1,1,41,3,120785,1,2
100001482,1,0,47,2,92778,1,0
100001483,1,0,28,1,42961,1,0
100001484,0,1,47,3,130550,1,2
100001485,0,0,32,1,84447,1,0
100001486,1,1,38,0,51332,0,0
100001487,1,1,26,2,102204,2,1
100001488,1,1,25,0,75952,0,2
100001489,1,1,18,1,77571,1,2
100001490,1,0,38,2,101109,1,0
100001491,0,1,32,2,87815,1,0
100001492,0,0,32,0,28926,0,0
100001493,0,0,21,0,62085,1,1
100001494,1,0,21,0,54138,1,2
100001495,1,0,27,0,28518,0,1
100001496,1,0,41,2,70287,1,0
100001497,1,0,39,2,114942,1,2
100001498,1,0,27,2,115813,2,0
100001499,1,0,39,1,96697,1,2
100001500,0,1,56,2,120305,1,2
100001501,1,1,36,0,68859,1,1
100001502,0,0,59,2,152528,2,1
100001503,0,0,40,2,97772,1,1
100001504,0,1,51,1,98157,1,1
100001505,1,0,29,2,101733,1,1
100001506,1,0,49,3,125663,1,1
100001507,0,0,21,0,72836,1,2
100001508,0,0,38,0,75275,1,0
100001509,1,0,31,0,35897,0,0
100001510,1,0,18,1,92831,1,0
100001511,0,0,19,0,20525,0,0
100001512,0,1,49,3,127569,1,1
100001513,1,0,41,1,74834,0,1
100001514,1,1,51,2,141523,2,2
100001515,1,0,37,0,44339,0,2
100001516,0,0,18,1,61181,0,2
100001517,0,1,38,0,51710,1,0
100001518,1,0,28,1,66308,0,2
100001519,0,1,29,2,112250,1,2
100001520,0,0,30,1,101341,1,2
100001521,0,0,26,2,113716,2,1
100001522,1,0,23,1,69636,1,1
100001523,0,1,50,1,137673,1,2
100001524,0,1,40,1,96670,1,2
100001525,1,0,27,2,121389,1,1
100001526,1,0,30,1,50900,0,1
100001527,1,0,47,1,99350,1,1
100001528,0,1,40,1,85461,0,0
100001529,1,0,37,2,102048,2,0
100001530,0,0,20,0,33876,1,0
100001531,1,0,30,2,139496,2,2
100001532,1,0,21,0,71310,0,2
100001533,1,0,18,0,57773,0,2
100001534,1,0,46,2,116723,1,1
100001535,1,0,31,2,118513,2,2
100001536,1,1,30,0,60592,0,2
100001537,0,1,23,1,77580,0,2
100001538,1,1,44,1,76016,0,2
100001539,0,0,60,1,62597,0,1
100001540,1,1,42,2,123295,1,1
100001541,0,0,46,3,116060,1,2
100001542,0,0,20,1,26752,0,0
100001543,1,1,37,2,108063,2,0
100001544,1,1,38,0,81686,1,0
100001545,1,0,53,2,104828,1,2
100001546,0,0,35,0,51936,0,1
100001547,1,0,24,0,61732,0,0
100001548,1,0,34,2,98444,1,0
100001549,1,0,30,0,52155,0,2
100001550,0,1,52,1,68087,0,1
100001551,0,1,43,3,119944,2,1
100001552,1,0,39,1,117674,1,2
100001553,0,0,37,1,56323,0,2
100001554,1,0,45,1,84241,0,2
100001555,0,1,29,1,75709,0,1
100001556,0,0,24,0,41831,0,2
100001557,0,0,18,0,54647,1,1
100001558,0,0,49,2,119371,1,0
100001559,1,1,41,2,115853,1,2
100001560,1,1,43,3,148354,1,2
100001561,1,1,35,1,110765,1,2
100001562,1,1,55,1,124050,1,1
100001563,1,0,23,0,28928,0,2
100001564,0,1,49,2,128973,2,0
100001565,0,0,25,2,94407,1,1
100001566,0,0,29,0,51705,0,2
100001567,0,1,20,0,22419,0,2
100001568,1,1,36,2,111798,2,0
100001569,1,1,31,1,73596,0,0
100001570,1,0,40,1,92307,0,2
100001571,1,0,28,1,62381,1,0
100001572,1,0,18,0,48084,1,0
100001573,1,0,42,2,133180,2,2
100001574,0,0,50,3,148077,1,2
100001575,1,0,44,2,98433,1,1
100001576,0,0,34,0,49032,0,2
100001577,0,1,40,2,96517,2,0
100001578,1,0,18,1,56162,0,0
100001579,0,0,31,1,110589,1,1
100001580,0,1,49,2,126307,1,2
100001581,1,0,40,2,114100,1,1
100001582,0,0,24,1,81178,1,0
100001583,0,0,45,1,49783,0,0
100001584,1,0,33,2,120699,2,0
100001585,0,1,43,1,114854,1,1
100001586,0,1,18,0,44861,0,0
100001587,1,0,28,2,120971,2,2
100001588,0,1,39,1,66491,0,2
100001589,1,0,38,2,85957,1,0
100001590,1,0,41,3,138434,1,1
100001591,0,0,35,0,34544,0,0
100001592,0,0,32,2,92676,1,0
100001593,1,1,40,1,85836,1,0
100001594,0,1,45,1,78204,0,2
100001595,0,1,18,0,24462,0,1
100001596,1,1,31,2,124575,2,1
100001597,0,0,32,0,38019,0,1
100001598,1,0,37,1,73830,1,0
100001599,1,0,47,3,142748,1,1
100001600,1,1,19,0,49125,0,1
100001601,0,0,41,3,81603,1,0
100001602,1,0,18,0,29567,0,2
100001603,1,1,26,1,90377,1,1
100001604,0,0,28,1,67481,1,1
100001605,0,0,31,0,51939,0,0
100001606,0,0,27,1,83418,0,2
100001607,0,0,29,0,53926,0,0
100001608,0,0,31,1,116880,1,2
100001609,1,0,31,2,71502,1,0
100001610,0,0,18,0,32988,0,2
100001611,0,0,18,1,53750,0,2
100001612,0,0,30,2,82701,1,0
100001613,0,0,41,2,120237,1,1
100001614,1,1,47,3,125148,1,0
100001615,1,1,69,2,128887,2,0
100001616,0,0,36,0,57953,1,0
100001617,1,0,25,1,49003,0,2
100001618,1,1,37,0,68095,1,1
100001619,0,1,43,2,88563,1,1
100001620,1,0,36,1,87124,0,0
100001621,1,0,22,0,73349,1,1
100001622,0,1,34,0,37977,0,0
100001623,1,1,34,1,71917,0,2
100001624,1,0,18,0,49890,0,1
100001625,0,0,20,0,47741,0,2
100001626,0,0,49,2,131566,1,1
100001627,0,0,18,0,32875,0,0
100001628,0,1,37,1,102336,0,1
100001629,0,0,32,0,67394,0,2
100001630,0,1,51,1,71762,0,2
100001631,1,0,42,1,65801,0,2
100001632,1,0,24,0,43488,0,2
100001633,0,1,50,2,139875,1,1
100001634,0,0,28,1,68751,1,0
100001635,0,0,59,2,162809,2,2
100001636,0,1,55,3,132100,2,1
100001637,0,0,34,1,81996,0,2
100001638,1,0,44,3,100413,1,0
100001639,1,0,37,0,58663,1,0
100001640,0,0,24,0,51085,0,2
100001641,1,1,47,1,68189,1,0
100001642,1,0,40,2,148310,1,2
100001643,0,1,45,1,66441,0,2
100001644,1,0,48,1,70040,0,1
100001645,0,1,52,3,183470,2,2
100001646,0,1,47,2,153311,2,2
100001647,0,1,34,2,73513,1,2
100001648,1,0,36,2,136881,2,2
100001649,0,1,40,2,133676,2,0
100001650,1,0,33,2,113459,2,2
100001651,0,1,32,1,72652,0,2
100001652,0,1,57,3,115727,1,0
100001653,1,1,41,2,115797,2,1
100001654,1,1,57,3,151990,1,0
100001655,0,0,26,1,66356,0,0
100001656,1,0,34,1,54179,0,1
100001657,1,0,30,1,45079,0,1
100001658,0,0,30,0,51274,0,0
100001659,1,0,31,1,95439,1,2
100001660,1,1,33,0,37890,0,0
100001661,0,0,30,0,79830,1,2
100001662,1,0,56,2,111877,2,0
100001663,1,0,43,3,104687,1,0
100001664,1,0,26,0,26215,0,0
100001665,1,0,28,2,122942,1,2
100001666,1,0,44,1,82255,0,2
100001667,1,0,41,2,104316,2,0
100001668,0,0,28,2,97831,2,0
100001669,1,1,46,3,134091,1,0
100001670,1,0,18,1,51082,0,0
100001671,1,0,29,2,97759,1,2
100001672,0,1,55,3,128209,1,1
100001673,0,0,18,0,77763,1,2
100001674,0,1,33,0,46445,0,1
100001675,1,1,47,3,143425,2,1
100001676,0,0,33,1,63810,0,2
100001677,0,0,26,1,52415,1,2
100001678,1,1,24,0,80354,1,2
100001679,0,0,18,1,63434,1,0
100001680,0,0,19,1,66778,0,1
100001681,0,0,36,2,140979,1,0
100001682,0,0,28,2,119761,2,2
100001683,1,0,35,2,111115,1,1
100001684,0,0,33,0,53477,0,2
100001685,0,0,38,1,66893,0,2
100001686,0,0,18,0,20000,0,0
100001687,0,0,31,2,121734,2,2
100001688,1,0,31,0,57775,0,2
100001689,0,0,31,0,74810,0,1
100001690,0,0,24,0,56965,0,2
100001691,1,1,18,0,22449,0,0
100001692,0,1,42,2,130448,1,2
100001693,1,1,45,2,89006,1,0
100001694,0,1,63,2,135125,1,1
100001695,1,0,44,3,119959,1,0
100001696,0,0,54,3,124646,1,1
100001697,0,0,42,3,137599,1,2
100001698,0,0,30,2,134915,2,1
100001699,0,0,41,3,159604,2,2
100001700,1,0,21,0,33516,1,1
100001701,1,1,38,1,63768,1,1
100001702,1,0,34,1,92687,1,2
100001703,1,0,22,1,72356,1,1
100001704,1,1,50,2,104960,2,0
100001705,1,1,48,1,96513,0,2
100001706,1,1,40,3,140169,2,0
100001707,1,0,45,3,150850,1,2
100001708,1,1,55,3,145212,1,2
100001709,0,0,33,1,82823,0,0
100001710,0,0,19,0,37623,0,2
100001711,1,0,24,0,37438,0,1
100001712,0,0,43,2,130058,2,0
100001713,0,0,38,0,60045,0,1
100001714,1,0,18,0,20000,0,0
100001715,0,1,51,1,76157,0,2
100001716,1,0,38,0,71119,0,2
100001717,1,0,54,1,92043,0,2
100001718,0,0,48,1,86686,1,1
100001719,1,0,30,2,121685,2,2
100001720,0,0,36,0,42533,0,0
100001721,0,0,26,2,91622,1,1
100001722,1,0,25,0,58724,0,2
100001723,1,0,32,1,86211,1,0
100001724,1,0,41,2,115312,2,1
100001725,0,0,51,3,163835,1,1
100001726,1,1,25,1,55432,0,0
100001727,1,1,43,3,113515,1,0
100001728,1,1,36,2,138504,1,2
100001729,1,0,33,2,108596,1,2
100001730,0,1,49,1,68932,0,2
100001731,1,0,31,1,52421,0,2
100001732,1,0,52,3,129877,1,2
100001733,1,0,31,1,66509,1,0
100001734,1,0,24,1,40371,0,2
100001735,0,1,44,3,146326,2,2
100001736,1,0,18,0,45603,1,1
100001737,0,0,21,0,59480,0,1
100001738,0,1,33,2,114775,1,2
100001739,0,1,35,2,97474,1,2
100001740,0,0,32,0,56539,0,0
100001741,1,0,18,0,27442,0,0
100001742,0,0,19,0,29688,1,1
100001743,1,1,41,1,91263,1,1
100001744,0,1,42,1,93628,0,1
100001745,1,1,23,0,51373,0,2
100001746,0,1,39,1,52951,0,0
100001747,1,0,38,1,78382,0,2
100001748,0,0,47,2,94874,1,0
100001749,1,1,27,1,97130,1,2
100001750,0,1,53,2,140414,2,1
100001751,0,0,32,2,102780,1,2
100001752,1,1,53,1,105399,1,0
100001753,0,0,46,3,162743,2,0
100001754,0,1,23,0,47329,0,1
100001755,0,1,32,1,75635,0,0
100001756,1,0,39,2,129535,2,0
100001757,0,1,48,2,101835,1,0
100001758,0,0,19,1,63135,0,2
100001759,1,0,29,0,69260,0,1
100001760,1,0,43,1,71477,0,0
100001761,1,1,41,3,144318,1,2
100001762,0,0,23,1,42681,0,2
100001763,1,0,25,1,62552,0,0
100001764,0,0,41,2,81567,1,1
100001765,0,1,23,0,71709,0,1
100001766,0,1,38,2,109459,1,1
100001767,1,1,46,3,139240,1,1
100001768,1,1,36,1,70366,1,0
100001769,1,0,18,0,45860,0,2
100001770,0,1,49,3,120572,1,2
100001771,1,1,49,2,127485,2,2
100001772,1,1,52,3,126142,1,0
100001773,1,0,46,1,63121,0,0
100001774,0,0,18,0,34366,0,1
100001775,0,1,52,1,98433,1,1
100001776,0,0,40,3,153484,2,0
100001777,0,1,47,2,138774,2,0
100001778,0,0,34,0,79492,0,1
100001779,1,1,32,1,73566,1,0
100001780,1,0,33,2,92352,1,1
100001781,0,0,54,3,164215,2,2
100001782,0,1,39,0,86944,1,1
100001783,1,0,33,1,57332,1,0
100001784,1,0,20,0,58193,0,2
100001785,1,0,41,1,68093,0,1
100001786,1,1,36,1,67512,0,0
100001787,1,0,37,1,81914,0,2
100001788,0,1,47,1,101219,1,2
100001789,1,1,44,1,63347,0,1
100001790,1,1,35,2,110844,2,0
100001791,1,0,38,0,71265,0,1
100001792,0,1,37,0,20899,0,0
100001793,0,0,44,2,104331,1,0
100001794,0,1,44,2,135554,2,2
100001795,0,0,37,2,109337,1,2
100001796,0,1,25,1,82497,1,1
100001797,1,0,46,2,125708,1,2
100001798,0,1,46,3,126344,1,1
100001799,0,0,23,0,90367,1,2
100001800,0,1,40,3,109209,1,0
100001801,0,0,31,2,139497,1,2
100001802,1,0,18,0,38960,1,2
100001803,0,0,35,2,118307,1,0
100001804,1,1,47,1,63816,0,0
100001805,1,0,27,0,56143,1,2
100001806,1,0,27,0,32704,0,1
100001807,1,1,48,2,133347,2,2
100001808,0,0,22,0,56320,1,0
100001809,0,1,24,1,57313,0,1
100001810,0,1,32,0,77276,0,2
100001811,0,1,43,2,118490,2,0
100001812,1,1,43,3,127358,1,2
100001813,0,0,29,1,85324,1,2
100001814,1,1,32,2,107879,1,1
100001815,0,1,36,0,53908,0,1
100001816,0,0,31,2,121705,1,1
100001817,1,0,25,0,27981,0,0
100001818,0,0,22,1,79485,1,2
100001819,0,1,44,2,114392,2,0
100001820,0,0,33,1,61833,0,2
100001821,1,1,70,1,96782,0,2
100001822,1,0,43,3,130047,2,1
100001823,0,0,26,1,26779,0,1
100001824,0,0,35,0,20000,0,0
100001825,0,1,39,0,65526,1,2
100001826,0,0,40,1,23256,0,0
100001827,1,0,41,1,58019,0,1
100001828,0,0,41,2,142254,2,2
100001829,1,0,34,1,88533,1,1
100001830,1,0,43,3,125349,2,2
100001831,1,0,61,1,63016,0,1
100001832,0,0,30,0,45573,0,2
100001833,1,0,31,1,57596,0,2
100001834,0,0,44,3,138223,1,2
100001835,1,0,50,3,136410,1,2
100001836,1,1,45,2,103230,1,0
100001837,1,0,50,2,135533,2,2
100001838,0,0,35,2,121332,1,2
100001839,1,0,33,0,50957,0,1
100001840,1,0,43,3,160234,1,1
100001841,0,0,43,1,74842,0,0
100001842,1,1,55,3,134191,1,1
100001843,0,0,54,2,124742,2,0
100001844,1,0,18,0,20645,0,0
100001845,1,0,45,3,100794,1,0
100001846,1,1,27,0,47288,0,1
100001847,0,0,18,0,45205,0,1
100001848,0,0,40,1,93124,0,1
100001849,1,1,33,1,97225,1,2
100001850,0,0,31,1,96883,1,1
100001851,0,1,20,0,52202,0,2
100001852,0,1,23,0,38832,0,1
100001853,1,0,33,1,73062,0,1
100001854,0,0,18,0,38858,0,0
100001855,1,0,34,0,67279,1,1
100001856,1,0,37,1,72541,0,2
100001857,1,1,33,1,55197,0,0
100001858,1,0,39,1,31373,0,0
100001859,0,0,34,1,62450,0,0
100001860,1,0,21,0,27292,0,2
100001861,0,0,23,0,76441,0,1
100001862,0,1,37,0,43181,0,0
100001863,0,1,47,1,80654,0,1
100001864,0,0,37,1,81920,0,2
100001865,1,0,29,2,63403,1,0
100001866,0,1,37,2,118535,1,0
100001867,1,0,18,1,44361,0,1
100001868,1,0,23,0,67141,0,2
100001869,0,0,31,2,119317,1,1
100001870,0,1,34,1,80577,0,1
100001871,0,0,31,2,64334,1,2
100001872,0,0,32,2,74974,1,0
100001873,0,0,21,0,34568,0,1
100001874,1,1,28,2,97945,2,1
100001875,0,1,38,1,69103,0,1
100001876,1,0,18,0,54430,0,0
100001877,1,0,21,0,51895,0,0
100001878,1,1,31,0,51059,0,2
100001879,0,1,53,3,115246,1,1
100001880,0,1,43,3,127484,1,0
100001881,1,1,54,1,85843,0,0
100001882,1,1,51,3,134176,1,2
100001883,1,0,30,0,43462,0,2
100001884,0,0,34,2,117317,1,0
100001885,0,0,21,0,75178,0,2
100001886,1,1,49,3,140058,1,0
100001887,0,1,44,1,95100,0,2
100001888,0,1,42,3,124963,1,2
100001889,0,0,43,2,113241,1,1
100001890,1,0,41,3,117739,2,0
100001891,0,1,38,1,121655,1,2
100001892,1,1,38,1,53436,0,1
100001893,0,0,49,2,113905,2,0
100001894,0,0,26,1,63861,0,2
100001895,1,0,23,0,68200,1,2
100001896,1,0,35,1,89599,0,1
100001897,0,1,49,1,83109,0,0
100001898,1,1,38,0,70870,1,2
100001899,0,0,33,0,83773,1,2
100001900,1,0,45,1,79788,0,1
100001901,1,0,36,2,138023,2,0
100001902,0,0,18,1,29044,0,1
100001903,0,0,23,1,57340,0,2
100001904,0,0,18,1,30082,0,0
100001905,0,1,32,0,80944,1,2
100001906,1,0,30,2,120184,1,2
100001907,1,1,40,2,131458,2,2
100001908,1,1,60,2,183708,2,2
100001909,0,0,28,0,24308,0,0
100001910,1,1,35,0,46687,0,0
100001911,1,0,30,0,66272,1,2
100001912,0,0,18,0,20000,0,1
100001913,0,1,26,1,61592,0,2
100001914,0,1,26,2,107950,2,0
100001915,1,1,38,1,87249,1,2
100001916,0,0,25,2,92119,1,2
100001917,1,0,20,0,31449,0,0
100001918,0,0,42,1,70511,0,2
100001919,0,1,34,0,57721,0,0
100001920,1,0,24,0,44796,0,0
100001921,1,0,26,0,38091,0,0
100001922,1,1,31,0,72779,0,2
100001923,1,1,45,1,49422,0,2
100001924,0,0,52,2,101303,1,1
100001925,1,0,19,0,79011,1,1
100001926,1,1,49,2,99919,1,1
100001927,1,0,36,2,117717,1,1
100001928,1,1,39,0,74256,1,0
100001929,0,0,47,1,90733,1,0
100001930,1,0,24,1,63660,0,2
100001931,0,0,45,2,84384,1,0
100001932,1,1,19,0,20000,0,1
100001933,0,1,30,1,28989,0,0
100001934,0,0,25,1,93860,1,2
100001935,1,0,55,2,129668,2,0
100001936,0,1,55,1,107953,1,1
100001937,1,0,44,3,119106,2,0
100001938,0,0,41,2,107605,1,1
100001939,0,0,29,2,121914,1,2
100001940,0,1,56,3,142314,2,1
100001941,1,0,52,1,85121,1,0
100001942,1,0,46,1,62245,0,0
100001943,1,0,34,2,132715,1,1
100001944,0,0,31,1,73112,0,0
100001945,1,1,34,2,138973,1,2
100001946,0,0,51,2,183234,2,2
100001947,1,1,24,0,39621,0,1
100001948,1,0,37,1,73560,0,1
100001949,0,1,55,1,38855,0,0
100001950,1,1,46,2,104501,1,0
100001951,0,0,56,3,117975,1,0
100001952,1,0,40,2,114697,1,2
100001953,0,0,40,3,130764,1,2
100001954,1,0,52,1,55400,0,2
100001955,1,0,43,1,70166,0,0
100001956,0,1,39,0,56006,0,2
100001957,0,0,29,0,35304,0,2
100001958,1,0,18,1,35540,0,0
100001959,0,1,53,3,142895,1,1
100001960,0,1,30,0,65087,1,2
100001961,0,0,27,2,136158,2,1
100001962,0,1,46,3,124806,1,0
100001963,0,1,25,2,112673,2,1
100001964,0,0,19,1,46464,0,2
100001965,1,1,29,0,40588,0,2
100001966,0,0,35,1,94768,1,0
100001967,0,0,39,1,76566,0,2
100001968,0,1,42,1,82755,0,2
100001969,0,0,47,1,87117,0,2
100001970,0,0,34,1,69570,0,0
100001971,1,0,40,3,130836,1,1
100001972,1,0,34,1,67160,0,2
100001973,1,0,28,1,56529,0,0
100001974,1,0,40,3,124661,1,2
100001975,0,1,40,1,77547,0,1
100001976,1,1,58,3,130673,2,1
100001977,1,0,43,2,115486,2,0
100001978,1,0,27,1,86957,0,2
100001979,0,1,43,2,87366,1,1
100001980,1,0,33,0,30266,0,0
100001981,0,1,54,1,103693,1,1
100001982,1,1,18,0,45845,1,2
100001983,1,0,28,0,45569,0,1
100001984,1,1,28,2,111066,2,0
100001985,0,0,37,2,113372,1,1
100001986,1,0,34,0,51969,0,1
100001987,0,1,18,0,40927,0,1
100001988,0,0,18,0,41814,1,0
100001989,1,0,38,0,56293,0,1
100001990,1,1,53,1,75532,0,0
100001991,0,0,53,2,113751,1,0
100001992,0,0,31,1,85313,1,0
100001993,1,1,41,3,143460,2,0
100001994,0,0,25,1,59750,0,0
100001995,0,0,18,0,48702,0,2
100001996,0,1,50,3,140569,2,0
100001997,1,1,44,2,99855,1,1
100001998,1,0,32,1,65092,0,0
100001999,1,0,31,2,136034,2,1
100002000,0,0,47,2,110721,1,2
